RecordID,Competition,Edition,Athlete Id,Sex,Region,Education,Age group,Income,Disability,Previous attempts,Late enrollment,Athlete score,Mental preparation,Train bf competition,Strength training,Sand training,Recovery,Supplements,Cardiovascular training,Outdoor Workout,Squad training,Physiotherapy,Plyometric training,No coach,Sport-specific training,Other training,Past injuries,Outcome
86550,Regional Tournament,2019.0,570137.0,F,North America,Middle school,35-55,Middle-High,False,0.0,False,0.0,False,370.0,71.0,0.0,670.0,82.0,96.0,False,0.0,0.0,0.0,False,40.0,0.0,False,1
17969,Federation League,2021.0,623052.0,F,South America,High school,35-55,Middle-Low,False,0.0,False,30.0,False,849.0,80.0,0.0,305.0,110.0,22.0,False,14.0,489.0,0.0,False,9.0,0.0,True,0
47072,Regional Tournament,2020.0,483064.0,F,South Asia,High school,0-35,Middle,False,0.0,False,0.0,False,248.0,41.0,10.0,1607.0,53.0,101.0,False,0.0,0.0,0.0,False,10.0,4.0,False,1
58959,Local Match,2021.0,598571.0,M,Middle East,High school,0-35,Middle,False,0.0,False,0.0,True,435.0,1706.0,0.0,737.0,324.0,1029.0,False,3.0,143.0,42.0,False,70.0,47.0,True,1
58235,Local Match,2021.0,625303.0,M,Eastern Europe,Middle school,0-35,Middle-Low,False,0.0,False,0.0,True,452.0,1997.0,1.0,250.0,505.0,769.0,False,6.0,40.0,7.0,,28.0,4.0,True,1
81449,National Cup,2021.0,383158.0,M,North America,University Degree,0-35,High,False,0.0,False,,False,132.0,14.0,0.0,38.0,87.0,1215.0,False,0.0,0.0,0.0,False,5.0,0.0,False,1
52906,Olympic Games,2022.0,2654628.0,F,Western Europe,Middle school,35-55,High,False,1.0,False,0.0,False,177.0,1076.0,0.0,43.0,67.0,0.0,False,0.0,0.0,0.0,False,5.0,0.0,False,1
32696,World Championship,2021.0,633588.0,F,Oceania,University Degree,0-35,High,False,0.0,False,,False,129.0,365.0,0.0,65.0,18.0,72.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
75568,National Cup,2022.0,348783.0,M,Northern Africa,High school,0-35,Middle,False,0.0,False,30.0,False,379.0,108.0,0.0,176.0,182.0,1993.0,False,0.0,0.0,0.0,False,10.0,0.0,False,1
27395,Regional Tournament,2022.0,2688945.0,F,East Asia,University Degree,35-55,Middle,False,0.0,False,0.0,False,123.0,574.0,0.0,2.0,21.0,34.0,False,11.0,0.0,7.0,False,0.0,0.0,True,1
53341,World Championship,2021.0,618621.0,F,South Asia,Middle school,35-55,Middle-High,False,0.0,False,,False,79.0,128.0,2.0,14.0,12.0,62.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
46046,Regional Tournament,2020.0,539056.0,F,Northern Africa,University Degree,35-55,High,False,0.0,False,0.0,False,406.0,99.0,9.0,824.0,135.0,106.0,False,0.0,0.0,0.0,False,63.0,13.0,False,1
58611,Local Match,2020.0,483872.0,M,South America,High school,0-35,Middle-High,False,0.0,False,60.0,False,498.0,1039.0,0.0,471.0,255.0,762.0,False,0.0,7.0,7.0,False,25.0,31.0,True,1
98369,Local Match,2022.0,677155.0,F,Northern Africa,Middle school,35-55,Low,False,0.0,False,0.0,False,754.0,2294.0,2.0,529.0,668.0,1189.0,True,31.0,36.0,0.0,False,21.0,0.0,True,1
58825,Local Match,2019.0,589490.0,M,Eastern Europe,Middle school,0-35,Middle-High,False,0.0,False,60.0,False,28.0,109.0,0.0,66.0,42.0,130.0,False,0.0,1.0,6.0,False,1.0,0.0,True,0
96708,Federation League,2019.0,399453.0,M,Eastern Europe,High school,0-35,Middle,True,0.0,False,0.0,False,72.0,32.0,0.0,21.0,108.0,6.0,False,1.0,62.0,0.0,False,5.0,0.0,,1
87908,Regional Tournament,2019.0,587192.0,F,Eastern Europe,Middle school,0-35,High,False,0.0,False,0.0,False,270.0,,0.0,230.0,48.0,111.0,False,0.0,0.0,0.0,False,94.0,0.0,True,1
79604,Regional Tournament,2019.0,492286.0,F,South America,Middle school,35-55,High,False,0.0,False,0.0,False,93.0,47.0,1.0,190.0,27.0,79.0,False,0.0,0.0,0.0,False,7.0,0.0,False,1
40396,National Cup,2022.0,574705.0,M,South Asia,Middle school,0-35,High,False,0.0,False,0.0,False,207.0,102.0,0.0,385.0,192.0,231.0,False,14.0,0.0,0.0,False,7.0,0.0,True,1
31048,National Cup,2022.0,303218.0,M,Southern Europe,University Degree,0-35,Middle,False,0.0,False,0.0,False,231.0,572.0,0.0,113.0,106.0,429.0,False,0.0,0.0,0.0,False,7.0,0.0,False,1
50283,National Cup,2021.0,559157.0,M,Oceania,Middle school,0-35,High,False,0.0,False,0.0,False,152.0,174.0,0.0,0.0,135.0,218.0,False,1.0,0.0,0.0,False,3.0,0.0,False,0
75361,Local Match,2022.0,698656.0,F,Northern Africa,High school,0-35,Middle-High,False,0.0,False,60.0,False,290.0,935.0,1.0,256.0,296.0,891.0,True,3.0,0.0,0.0,False,21.0,0.0,True,1
51688,Regional Tournament,2019.0,2642717.0,M,Oceania,Middle school,35-55,Middle-Low,False,0.0,False,60.0,False,515.0,31.0,4.0,1195.0,38.0,166.0,False,15.0,0.0,0.0,False,21.0,0.0,False,1
53982,Local Match,2019.0,1512332.0,M,North America,High school,35-55,Middle,False,0.0,False,0.0,False,149.0,301.0,0.0,122.0,78.0,66.0,False,4.0,15.0,7.0,False,7.0,1.0,True,0
53279,Olympic Games,2022.0,373872.0,F,East Asia,High school,0-35,Middle,False,0.0,False,0.0,False,270.0,959.0,0.0,110.0,111.0,0.0,False,4.0,0.0,0.0,False,64.0,10.0,False,1
33086,Regional Tournament,2020.0,183806.0,F,Middle East,High school,,High,True,1.0,False,140.0,False,33.0,3.0,0.0,94.0,15.0,0.0,False,0.0,0.0,0.0,False,4.0,0.0,True,0
73857,Regional Tournament,2022.0,298961.0,F,East Asia,Middle school,35-55,Middle-Low,False,1.0,False,0.0,False,81.0,288.0,0.0,0.0,14.0,57.0,False,36.0,0.0,2.0,False,3.0,0.0,True,1
42591,Olympic Games,2019.0,2080474.0,F,East Asia,High school,35-55,High,False,0.0,False,0.0,False,215.0,475.0,0.0,342.0,74.0,0.0,False,0.0,0.0,0.0,False,29.0,11.0,False,1
37723,Regional Tournament,2022.0,505878.0,F,Central Asia,High school,0-35,Middle,False,0.0,False,0.0,False,33.0,70.0,0.0,0.0,4.0,3.0,False,3.0,0.0,0.0,False,0.0,0.0,False,0
28695,Federation League,2019.0,74502.0,F,Central America,Middle school,0-35,High,False,0.0,False,60.0,False,916.0,757.0,0.0,1043.0,689.0,43.0,False,32.0,122.0,0.0,False,28.0,0.0,True,1
26021,Regional Tournament,2020.0,542259.0,F,North America,Middle school,35-55,Low,True,0.0,False,0.0,False,176.0,7.0,1.0,237.0,42.0,163.0,False,0.0,0.0,0.0,False,8.0,0.0,False,0
68878,Olympic Games,2019.0,104476.0,M,Southern Africa,Post Graduate,35-55,High,False,0.0,False,0.0,False,813.0,3171.0,0.0,353.0,286.0,0.0,False,5.0,0.0,0.0,False,139.0,10.0,False,1
24937,National Cup,2021.0,633455.0,M,,Middle school,0-35,Middle,False,0.0,False,0.0,False,60.0,37.0,0.0,47.0,34.0,138.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0
49888,National Cup,2022.0,593657.0,M,Western Europe,Middle school,0-35,Middle-Low,False,0.0,False,,False,379.0,313.0,0.0,69.0,144.0,1503.0,False,7.0,0.0,0.0,False,5.0,0.0,False,1
28423,National Cup,2022.0,341361.0,M,South America,University Degree,35-55,Low,False,0.0,False,0.0,False,53.0,24.0,0.0,21.0,35.0,102.0,False,0.0,0.0,0.0,False,3.0,0.0,False,0
14167,Local Match,2022.0,649159.0,M,Southern Africa,Middle school,0-35,Middle-Low,False,0.0,False,0.0,False,299.0,778.0,4.0,694.0,192.0,829.0,True,2.0,13.0,7.0,False,46.0,10.0,True,1
42481,Local Match,2021.0,564632.0,F,South America,Middle school,0-35,Low,False,0.0,False,0.0,False,515.0,2294.0,0.0,80.0,390.0,934.0,False,30.0,56.0,22.0,False,65.0,0.0,False,0
61117,National Cup,2022.0,597166.0,M,Northern Africa,University Degree,0-35,Low,False,0.0,False,0.0,False,61.0,31.0,0.0,13.0,21.0,53.0,False,0.0,0.0,0.0,False,2.0,0.0,False,0
93307,Regional Tournament,2020.0,173316.0,F,South America,High school,0-35,Low,,0.0,False,0.0,False,382.0,55.0,1.0,1107.0,60.0,78.0,False,0.0,0.0,0.0,False,21.0,0.0,False,0
98217,Local Match,2020.0,535628.0,M,Southern Africa,High school,0-35,High,False,0.0,False,0.0,False,338.0,693.0,0.0,605.0,271.0,687.0,False,0.0,41.0,5.0,False,26.0,41.0,True,1
38047,Regional Tournament,2019.0,487681.0,F,Central America,Middle school,0-35,Low,False,0.0,False,0.0,False,405.0,45.0,0.0,392.0,49.0,61.0,False,1.0,0.0,0.0,False,17.0,0.0,False,1
96630,Local Match,2020.0,363749.0,M,Oceania,High school,0-35,Middle,False,0.0,False,0.0,False,1091.0,3281.0,0.0,558.0,699.0,1127.0,False,0.0,23.0,26.0,False,52.0,41.0,True,1
10716,Regional Tournament,2022.0,571395.0,F,Central Asia,High school,0-35,Middle,True,0.0,False,0.0,False,15.0,14.0,0.0,0.0,10.0,0.0,False,1.0,0.0,0.0,False,0.0,0.0,True,0
19499,Local Match,2021.0,629603.0,M,Central Asia,Middle school,0-35,Low,False,0.0,False,0.0,True,412.0,2174.0,0.0,268.0,459.0,1209.0,False,31.0,86.0,21.0,False,33.0,38.0,True,1
99654,Local Match,2022.0,651354.0,M,Southern Europe,Middle school,0-35,Low,False,0.0,False,30.0,False,627.0,1604.0,0.0,661.0,445.0,1504.0,True,1.0,22.0,10.0,False,45.0,0.0,True,1
86062,Regional Tournament,2021.0,616914.0,F,South America,Middle school,0-35,Middle-Low,False,0.0,False,0.0,False,329.0,143.0,1.0,687.0,110.0,74.0,False,0.0,0.0,0.0,False,10.0,0.0,False,1
25092,Local Match,2021.0,627595.0,M,North America,University Degree,0-35,Middle-Low,False,0.0,False,0.0,True,398.0,1395.0,0.0,650.0,283.0,1035.0,False,9.0,22.0,17.0,False,19.0,23.0,True,1
72779,Local Match,2022.0,653988.0,M,South America,Elementary school,0-35,Low,,0.0,False,60.0,False,69.0,112.0,0.0,121.0,56.0,1.0,True,6.0,9.0,0.0,False,15.0,0.0,False,0
43840,Continental Championship,2019.0,574038.0,M,East Asia,Middle school,0-35,Middle,False,0.0,False,0.0,False,599.0,921.0,0.0,925.0,56.0,207.0,False,11.0,192.0,0.0,False,105.0,3.0,True,1
35134,World Championship,2021.0,633123.0,F,South America,High school,0-35,Middle,True,0.0,False,,False,25.0,16.0,0.0,0.0,9.0,80.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1
36702,World Championship,2022.0,638228.0,F,Central Asia,Middle school,35-55,Low,False,0.0,False,,False,153.0,314.0,2.0,152.0,23.0,96.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
54544,Federation League,2022.0,474246.0,M,Oceania,Middle school,0-35,Low,False,2.0,False,0.0,False,92.0,49.0,12.0,92.0,8.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,True,0
50376,Local Match,2022.0,419081.0,F,Northern Africa,High school,0-35,Low,False,0.0,False,30.0,False,68.0,333.0,0.0,75.0,82.0,78.0,True,0.0,15.0,0.0,False,5.0,0.0,True,0
38698,Continental Championship,2022.0,685804.0,M,Central Asia,University Degree,35-55,Middle-Low,False,0.0,False,0.0,False,80.0,,0.0,50.0,8.0,5.0,False,2.0,12.0,0.0,False,2.0,0.0,False,0
76619,National Cup,2022.0,679959.0,M,Southern Africa,University Degree,0-35,High,False,0.0,False,60.0,False,127.0,44.0,0.0,4.0,15.0,473.0,False,0.0,0.0,0.0,False,3.0,0.0,True,1
14569,National Cup,2021.0,535682.0,M,Central America,Middle school,0-35,Middle,False,0.0,False,,False,12.0,0.0,0.0,0.0,0.0,55.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0
97645,Local Match,2020.0,558262.0,M,East Asia,High school,0-35,Middle-High,False,0.0,False,90.0,False,55.0,179.0,0.0,96.0,56.0,0.0,False,0.0,0.0,0.0,False,8.0,31.0,True,0
47876,Local Match,2020.0,529366.0,M,Eastern Europe,Middle school,0-35,Middle-Low,False,0.0,False,90.0,False,404.0,2107.0,0.0,649.0,412.0,676.0,False,0.0,32.0,35.0,False,107.0,35.0,True,1
33332,National Cup,2022.0,541482.0,M,Western Europe,Middle school,0-35,Low,False,0.0,False,0.0,False,213.0,276.0,0.0,23.0,232.0,382.0,False,2.0,0.0,0.0,False,2.0,0.0,False,0
26188,World Championship,2021.0,614571.0,F,Western Europe,Middle school,0-35,Middle-Low,False,0.0,False,,False,109.0,205.0,5.0,24.0,37.0,225.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
65800,World Championship,2019.0,576455.0,F,South America,High school,35-55,Low,False,0.0,False,,False,,41.0,3.0,26.0,22.0,19.0,False,0.0,0.0,,False,0.0,0.0,True,0
72410,Regional Tournament,2022.0,644069.0,F,North America,High school,0-35,Middle-Low,False,0.0,False,0.0,False,108.0,256.0,1.0,16.0,16.0,95.0,False,7.0,0.0,0.0,False,0.0,0.0,True,1
93197,Federation League,2019.0,600635.0,F,East Asia,High school,0-35,High,False,0.0,False,60.0,False,583.0,288.0,6.0,645.0,334.0,32.0,False,28.0,114.0,0.0,False,53.0,0.0,True,1
49857,Regional Tournament,2020.0,418325.0,F,Southern Europe,Middle school,,Low,False,0.0,False,0.0,False,280.0,28.0,2.0,1214.0,54.0,118.0,False,0.0,0.0,0.0,False,2.0,0.0,True,1
74261,Local Match,2022.0,617783.0,M,Central Asia,University Degree,0-35,Low,False,0.0,False,0.0,False,253.0,279.0,1.0,335.0,204.0,344.0,True,24.0,0.0,0.0,False,19.0,0.0,True,0
59811,Federation League,2022.0,682813.0,M,Northern Africa,High school,0-35,Middle-Low,False,0.0,False,30.0,False,162.0,98.0,0.0,53.0,12.0,4.0,False,0.0,0.0,0.0,False,3.0,0.0,True,0
71953,Olympic Games,2019.0,1686521.0,F,Northern Africa,Middle school,35-55,Middle,False,0.0,False,0.0,False,178.0,259.0,0.0,83.0,83.0,0.0,False,0.0,0.0,0.0,False,40.0,0.0,True,0
90344,Federation League,2020.0,539209.0,F,Western Europe,High school,35-55,High,False,0.0,False,0.0,False,664.0,342.0,2.0,226.0,644.0,81.0,False,0.0,382.0,0.0,False,211.0,112.0,False,1
11827,Local Match,2021.0,74524.0,F,Central Asia,Middle school,35-55,Middle-High,True,0.0,False,60.0,False,16.0,44.0,0.0,6.0,27.0,3.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0
61813,National Cup,2022.0,631117.0,M,South Asia,University Degree,35-55,High,False,,False,,False,445.0,209.0,0.0,143.0,169.0,2189.0,False,0.0,0.0,0.0,False,33.0,0.0,True,1
80396,Local Match,2020.0,285391.0,M,South America,High school,0-35,Middle-High,False,0.0,False,0.0,False,127.0,1010.0,0.0,148.0,207.0,760.0,False,,0.0,0.0,False,16.0,4.0,True,1
52118,World Championship,2019.0,582226.0,F,South Asia,High school,0-35,High,False,0.0,False,,False,161.0,684.0,3.0,71.0,29.0,128.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
15543,Local Match,2019.0,569807.0,M,Southern Europe,High school,0-35,Middle-Low,False,0.0,False,0.0,False,38.0,33.0,0.0,77.0,27.0,4.0,False,1.0,7.0,0.0,False,5.0,0.0,False,0
81888,National Cup,2021.0,615229.0,M,Southern Europe,High school,0-35,Low,True,0.0,False,0.0,False,265.0,1940.0,0.0,113.0,,949.0,False,16.0,0.0,0.0,False,9.0,0.0,False,1
88269,Regional Tournament,2020.0,534151.0,F,South Asia,Middle school,0-35,Middle,False,0.0,False,60.0,False,34.0,6.0,0.0,6.0,15.0,19.0,False,0.0,0.0,0.0,False,10.0,0.0,True,0
25512,Federation League,2019.0,173004.0,F,Southern Africa,University Degree,0-35,High,False,1.0,False,30.0,False,60.0,14.0,0.0,60.0,19.0,1.0,False,2.0,0.0,0.0,False,0.0,0.0,True,0
36375,World Championship,2021.0,616457.0,F,Central Asia,High school,0-35,High,False,0.0,False,,False,42.0,82.0,0.0,39.0,2.0,139.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
10167,Regional Tournament,2021.0,487002.0,F,Oceania,High school,0-35,Middle-Low,False,0.0,False,120.0,False,325.0,229.0,1.0,558.0,141.0,115.0,False,1.0,0.0,0.0,False,54.0,0.0,False,1
94939,Olympic Games,2019.0,192183.0,F,Middle East,Middle school,0-35,High,False,0.0,False,0.0,False,698.0,1834.0,0.0,299.0,214.0,0.0,False,0.0,0.0,0.0,False,156.0,18.0,False,1
35612,National Cup,2022.0,654646.0,M,East Asia,Middle school,0-35,High,False,0.0,False,,False,126.0,50.0,0.0,538.0,126.0,1418.0,False,,0.0,0.0,False,19.0,0.0,False,1
11354,World Championship,2022.0,410043.0,F,South America,Post Graduate,35-55,Low,False,0.0,True,,False,69.0,83.0,0.0,31.0,21.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
63454,Continental Championship,2021.0,632883.0,,Central America,Middle school,0-35,High,False,0.0,False,,False,178.0,443.0,0.0,261.0,10.0,173.0,False,2.0,103.0,0.0,False,31.0,0.0,True,1
48780,Regional Tournament,2020.0,511306.0,F,South America,Middle school,0-35,Middle,False,0.0,False,0.0,False,2059.0,51.0,5.0,5206.0,100.0,145.0,False,0.0,0.0,0.0,False,22.0,3.0,True,1
86427,Continental Championship,2019.0,1995239.0,M,South Asia,Middle school,35-55,High,False,0.0,False,0.0,False,540.0,1265.0,0.0,383.0,29.0,124.0,False,11.0,46.0,0.0,False,77.0,12.0,False,0
64304,National Cup,2022.0,256680.0,F,East Asia,High school,0-35,High,True,0.0,False,0.0,False,51.0,6.0,0.0,50.0,16.0,157.0,False,0.0,0.0,0.0,False,2.0,0.0,False,0
93288,Continental Championship,2019.0,585837.0,M,Central Asia,High school,0-35,Middle,False,0.0,False,0.0,False,315.0,1075.0,0.0,75.0,19.0,187.0,False,0.0,335.0,0.0,False,38.0,8.0,True,1
55229,National Cup,2021.0,491170.0,M,South America,High school,0-35,Low,False,0.0,False,,False,132.0,78.0,0.0,44.0,70.0,42.0,False,0.0,0.0,0.0,False,10.0,0.0,False,0
58114,Regional Tournament,2022.0,678444.0,F,Southern Africa,Middle school,35-55,Middle,False,0.0,False,0.0,False,22.0,32.0,0.0,0.0,18.0,1.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
66841,Regional Tournament,2021.0,621937.0,F,South America,High school,35-55,Low,False,0.0,False,0.0,False,14.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.0,False,4.0,0.0,True,0
61687,Local Match,2019.0,498898.0,F,East Asia,Middle school,0-35,Middle,False,0.0,False,60.0,False,440.0,1129.0,0.0,445.0,375.0,3867.0,False,11.0,15.0,11.0,False,21.0,1.0,True,0
93175,Federation League,2022.0,2646737.0,F,East Asia,Middle school,0-35,High,True,2.0,False,90.0,False,113.0,124.0,0.0,134.0,84.0,0.0,False,8.0,0.0,0.0,False,7.0,0.0,True,0
16998,Local Match,2019.0,604583.0,M,North America,High school,0-35,Middle-Low,False,0.0,False,0.0,False,371.0,879.0,0.0,247.0,249.0,239.0,False,5.0,33.0,9.0,False,20.0,8.0,True,0
33170,Local Match,2022.0,85241.0,M,Middle East,Middle school,0-35,Middle,True,0.0,False,60.0,False,49.0,77.0,0.0,45.0,33.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
71361,Federation League,2019.0,582160.0,F,Western Europe,High school,0-35,High,False,0.0,False,0.0,False,160.0,212.0,0.0,213.0,59.0,2.0,False,5.0,23.0,0.0,False,9.0,0.0,True,0
81660,,2020.0,524466.0,M,East Asia,High school,0-35,Middle-High,False,1.0,False,90.0,False,366.0,962.0,0.0,52.0,320.0,1133.0,False,0.0,2.0,0.0,False,27.0,20.0,True,1
29454,World Championship,2021.0,621923.0,F,Middle East,High school,0-35,High,False,0.0,False,,False,102.0,181.0,1.0,4.0,29.0,126.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
11198,Regional Tournament,2019.0,572918.0,F,East Asia,High school,0-35,High,False,0.0,False,60.0,False,80.0,13.0,0.0,70.0,18.0,53.0,False,0.0,0.0,0.0,False,6.0,0.0,False,0
97836,Federation League,2019.0,608923.0,M,Western Europe,Middle school,0-35,Low,False,0.0,False,60.0,False,189.0,239.0,0.0,41.0,178.0,11.0,False,1.0,69.0,0.0,False,17.0,0.0,True,1
29651,Regional Tournament,2021.0,613170.0,F,Middle East,Middle school,0-35,High,False,0.0,False,0.0,False,153.0,21.0,0.0,274.0,12.0,85.0,False,0.0,0.0,0.0,False,10.0,0.0,False,1
69714,National Cup,2021.0,187435.0,F,East Asia,Middle school,35-55,Middle,False,0.0,False,30.0,False,295.0,256.0,0.0,359.0,281.0,652.0,False,,0.0,0.0,False,8.0,0.0,False,1
51088,Regional Tournament,2022.0,637370.0,F,North America,High school,35-55,Middle-Low,False,0.0,False,0.0,False,193.0,927.0,4.0,25.0,38.0,154.0,False,9.0,0.0,6.0,False,0.0,0.0,True,1
99419,Regional Tournament,2021.0,570437.0,F,North America,High school,35-55,Low,True,0.0,False,0.0,False,1268.0,479.0,1.0,2604.0,241.0,173.0,False,0.0,0.0,0.0,False,179.0,0.0,False,1
92991,Regional Tournament,2020.0,545480.0,F,South America,High school,35-55,Low,False,0.0,False,0.0,False,235.0,55.0,0.0,332.0,70.0,72.0,False,0.0,0.0,0.0,False,13.0,0.0,False,0
36013,Federation League,2020.0,555765.0,M,East Asia,High school,0-35,High,False,0.0,False,0.0,False,85.0,85.0,0.0,48.0,56.0,9.0,False,0.0,17.0,0.0,False,9.0,1.0,False,0
16054,National Cup,2022.0,679386.0,M,Middle East,Middle school,0-35,Middle-High,False,0.0,False,60.0,False,124.0,118.0,0.0,19.0,48.0,360.0,False,1.0,0.0,0.0,False,3.0,0.0,False,1
95761,Regional Tournament,2021.0,623845.0,F,Middle East,High school,35-55,Middle-High,False,0.0,False,0.0,False,145.0,43.0,1.0,200.0,37.0,70.0,False,0.0,0.0,0.0,False,59.0,0.0,False,1
66167,Continental Championship,2022.0,62034.0,M,Eastern Europe,Middle school,0-35,Middle,False,0.0,False,0.0,False,387.0,398.0,0.0,628.0,95.0,96.0,False,8.0,201.0,0.0,False,76.0,0.0,True,1
36864,Local Match,2020.0,480960.0,F,South America,High school,0-35,High,False,1.0,False,90.0,False,649.0,1698.0,0.0,470.0,409.0,747.0,False,0.0,34.0,38.0,False,45.0,80.0,True,1
65667,Federation League,2019.0,317096.0,F,South America,High school,0-35,Middle,False,0.0,False,30.0,False,249.0,210.0,1.0,23.0,296.0,2.0,False,1.0,9.0,0.0,False,19.0,0.0,True,1
93230,Local Match,2019.0,132453.0,M,Central Asia,High school,0-35,High,False,0.0,False,0.0,,149.0,483.0,0.0,96.0,307.0,598.0,False,3.0,6.0,0.0,False,13.0,0.0,True,1
10955,Federation League,2020.0,548473.0,M,Southern Africa,Middle school,35-55,High,False,0.0,False,0.0,False,395.0,350.0,0.0,429.0,342.0,56.0,False,0.0,110.0,0.0,False,29.0,65.0,False,0
14117,Olympic Games,2019.0,1105478.0,M,North America,University Degree,55<=,High,False,0.0,False,0.0,False,409.0,781.0,0.0,286.0,183.0,,False,6.0,0.0,0.0,False,30.0,0.0,False,1
98355,Local Match,2019.0,371869.0,M,Central America,University Degree,35-55,Middle,False,0.0,False,140.0,True,2604.0,972.0,0.0,4181.0,358.0,752.0,False,0.0,3.0,0.0,False,10.0,1.0,True,1
54185,Regional Tournament,2019.0,509390.0,F,East Asia,High school,0-35,High,True,1.0,False,60.0,False,16.0,0.0,0.0,0.0,0.0,20.0,False,0.0,0.0,0.0,False,7.0,0.0,True,0
67805,Federation League,2021.0,561913.0,M,North America,University Degree,35-55,Low,False,0.0,False,0.0,False,364.0,,0.0,354.0,359.0,7.0,False,13.0,52.0,0.0,False,21.0,0.0,True,1
26116,Federation League,2019.0,598089.0,F,East Asia,Middle school,,Middle-Low,False,0.0,False,0.0,False,110.0,66.0,0.0,0.0,91.0,26.0,False,4.0,14.0,0.0,False,4.0,0.0,False,0
92582,Local Match,2019.0,573901.0,M,Southern Africa,University Degree,0-35,High,False,0.0,False,0.0,False,80.0,103.0,0.0,107.0,60.0,92.0,False,3.0,4.0,7.0,False,7.0,0.0,True,0
89363,Local Match,2019.0,577605.0,M,North America,High school,0-35,Middle-High,False,0.0,False,60.0,True,121.0,496.0,0.0,26.0,158.0,556.0,False,0.0,4.0,0.0,False,4.0,26.0,True,1
45784,National Cup,2022.0,632134.0,M,Southern Europe,High school,35-55,Middle-Low,False,1.0,False,,False,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
23616,Federation League,2022.0,58731.0,F,Middle East,High school,0-35,Middle,True,1.0,True,50.0,False,50.0,74.0,8.0,0.0,41.0,1.0,False,0.0,0.0,0.0,False,3.0,0.0,False,1
52186,Local Match,2022.0,695251.0,M,Southern Africa,University Degree,0-35,High,False,0.0,False,0.0,False,106.0,172.0,0.0,151.0,89.0,,True,3.0,19.0,0.0,False,9.0,0.0,True,0
13746,Federation League,2019.0,585210.0,M,South America,High school,0-35,Middle-Low,True,0.0,False,0.0,False,61.0,58.0,0.0,37.0,61.0,2.0,False,0.0,32.0,0.0,False,4.0,0.0,False,0
55134,Regional Tournament,2021.0,620427.0,F,Southern Europe,High school,35-55,High,False,0.0,False,0.0,False,317.0,65.0,4.0,1263.0,47.0,95.0,False,0.0,0.0,0.0,False,18.0,0.0,False,1
76137,Local Match,2022.0,629522.0,M,East Asia,Middle school,35-55,High,False,1.0,False,0.0,False,139.0,130.0,0.0,209.0,100.0,533.0,False,2.0,0.0,7.0,False,4.0,0.0,True,0
28201,Federation League,2020.0,397405.0,M,Eastern Europe,University Degree,0-35,Middle-Low,False,0.0,False,0.0,False,335.0,165.0,0.0,201.0,170.0,8.0,False,0.0,153.0,0.0,False,70.0,16.0,False,1
84272,Local Match,2019.0,577396.0,M,Eastern Europe,Middle school,0-35,Middle-High,False,0.0,False,0.0,False,294.0,389.0,0.0,432.0,190.0,604.0,False,8.0,15.0,3.0,False,8.0,0.0,True,0
53258,World Championship,2022.0,121182.0,M,Northern Africa,High school,0-35,Middle-Low,False,0.0,False,,False,18.0,27.0,0.0,0.0,3.0,44.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
45924,World Championship,2021.0,612002.0,F,Middle East,High school,35-55,Middle,False,0.0,False,,False,146.0,407.0,2.0,91.0,33.0,144.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
19744,Regional Tournament,2019.0,577659.0,F,Southern Africa,Middle school,0-35,High,False,0.0,False,0.0,False,23.0,14.0,4.0,43.0,26.0,2.0,False,0.0,0.0,0.0,False,5.0,0.0,False,0
13644,World Championship,2021.0,622500.0,M,Western Europe,High school,0-35,High,True,0.0,False,,False,261.0,366.0,17.0,1664.0,45.0,121.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
75278,Regional Tournament,2019.0,282785.0,F,Southern Africa,Middle school,0-35,Middle,False,1.0,False,0.0,False,19.0,0.0,0.0,18.0,4.0,30.0,False,2.0,0.0,0.0,False,1.0,0.0,False,0
60321,National Cup,2022.0,649592.0,M,Southern Africa,High school,0-35,Middle-High,False,0.0,False,0.0,False,176.0,76.0,0.0,169.0,120.0,330.0,False,0.0,0.0,0.0,False,5.0,0.0,False,1
36071,Olympic Games,2019.0,365642.0,M,Western Europe,,35-55,Low,False,0.0,False,0.0,False,719.0,779.0,1.0,472.0,121.0,0.0,False,0.0,0.0,0.0,False,32.0,5.0,True,1
